FP,isFake,SET
../data/anti-deepfake-data and code/data/fake/Beijing_style/10480_23002.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10461_22985.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10470_22996.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10468_22986.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/3_12401_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10473_23006.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/21_12426_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/30_12413_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10468_22990.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10456_23003.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/21_12424_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10466_22979.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10493_22998.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10454_23003.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/10_22872_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/13_22907_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/27_12411_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10495_23002.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10466_22967.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10485_22995.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10459_22989.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10463_22994.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10467_23006.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10492_22960.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/16_12433_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10469_22966.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/16_22868_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10461_22975.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10462_22980.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10460_22976.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/33_22911_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10457_22995.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10454_22978.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10464_22995.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10463_22996.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10456_22987.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10479_22971.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/3_12424_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10481_22961.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10478_23006.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10457_22962.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10461_22959.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10456_23000.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10479_22977.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10480_23006.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10470_22984.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10482_22975.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10487_22990.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10479_22993.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10492_22978.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10491_22987.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10486_22986.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10458_22975.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10465_22977.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10465_22963.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/33_12410_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10479_22973.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10467_22970.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10468_23000.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10481_22960.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10461_23004.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/31_12430_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/12_22902_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10464_22966.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10475_22987.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/18_12414_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10457_22972.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10479_23003.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10465_22967.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10482_22979.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/22_22879_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10469_22977.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10470_22970.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10466_22986.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10484_22963.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10495_22985.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10467_22964.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10459_22972.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/29_22899_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10483_23005.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10491_22997.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10460_22972.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10459_22978.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/19_22891_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10458_22984.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10491_22971.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10493_22963.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10482_22995.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10460_22982.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10476_22999.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10491_22982.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10476_22999.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10492_22980.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/25_22912_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10455_22998.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10484_22970.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10474_23006.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10460_22996.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10462_22959.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10495_22963.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10477_22997.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10476_22986.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/3_12428_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10478_23004.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10494_22965.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10471_23006.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10486_22975.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10484_22985.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10461_22959.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10468_22981.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10485_22960.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10463_22988.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10469_22968.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10487_23000.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10466_22969.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10493_22988.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10459_22966.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10495_22967.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10485_22988.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10486_22976.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10479_23000.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10455_22996.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/16_22895_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10487_22979.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10471_22971.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/14_22870_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10467_22990.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10457_22973.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10494_22986.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/19_12419_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/12_12422_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/14_12415_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10476_22985.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10466_22964.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/28_12429_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10493_22962.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/22_22869_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10472_23002.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/32_12422_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10464_23006.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10478_22987.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10471_23001.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10462_22988.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10475_22970.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10480_22997.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/29_12410_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10460_22975.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10487_22996.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10494_22987.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10488_22981.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10474_22965.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10459_22963.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/13_22903_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10481_22970.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10490_22979.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10454_22966.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/22_12401_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10455_22975.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10491_22970.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10462_22968.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10483_22990.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10477_22993.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10462_22978.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10478_22979.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/10_22907_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10486_22990.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/19_22896_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10463_22963.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10485_22971.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10462_22994.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10462_22966.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10489_22989.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10486_23001.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/22_22886_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10493_22984.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10472_22991.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/23_22874_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/26_22881_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10454_22959.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle/13_22876_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10483_22987.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10484_22970.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10479_22973.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10458_22965.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10458_22989.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10481_22997.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle/11_22902_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10471_22984.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Seattle_style/10457_22968.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/12_12401_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10487_22993.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10487_22974.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma/10455_22977.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing/33_12423_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10461_22960.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing/15_12423_A_real_A.png,0,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10466_22996.jpg,1,test
../data/anti-deepfake-data and code/data/fake/Beijing_style/10457_22969.jpg,1,test
